title,authors,abstract,categories,published,clean_abstract,cluster,cluster_topic
SIGMMA: Hierarchical Graph-Based Multi-Scale Multi-modal Contrastive Alignment of Histopathology Image and Spatial Transcriptome,"Dabin Jeong, Amirhossein Vahidi, Ciro Ramírez-Suástegui, Marie Moullet, Kevin Ly, Mohammad Vali Sanian, Sebastian Birk, Yinshui Chang, Adam Boxall, Daniyal Jafree, Lloyd Steele, Vijaya Baskar MS, Muzlifah Haniffa, Mohammad Lotfollahi","Recent advances in computational pathology have leveraged vision-language models to learn joint representations of Hematoxylin and Eosin (HE) images with spatial transcriptomic (ST) profiles. However, existing approaches typically align HE tiles with their corresponding ST profiles at a single scale, overlooking fine-grained cellular structures and their spatial organization. To address this, we propose Sigmma, a multi-modal contrastive alignment framework for learning hierarchical representations of HE images and spatial transcriptome profiles across multiple scales. Sigmma introduces multi-scale contrastive alignment, ensuring that representations learned at different scales remain coherent across modalities. Furthermore, by representing cell interactions as a graph and integrating inter- and intra-subgraph relationships, our approach effectively captures cell-cell interactions, ranging from fine to coarse, within the tissue microenvironment. We demonstrate that Sigmm learns representations that better capture cross-modal correspondences, leading to an improvement of avg. 9.78\% in the gene-expression prediction task and avg. 26.93\% in the cross-modal retrieval task across datasets. We further show that it learns meaningful multi-tissue organization in downstream analyses.","cs.CV, cs.LG",2025-11-19 14:22:23+00:00,recent advance computational pathology leveraged visionlanguage model learn joint representation hematoxylin eosin image spatial transcriptomic st profile however existing approach typically align tile corresponding st profile single scale overlooking finegrained cellular structure spatial organization address propose sigmma multimodal contrastive alignment framework learning hierarchical representation image spatial transcriptome profile across multiple scale sigmma introduces multiscale contrastive alignment ensuring representation learned different scale remain coherent across modality furthermore representing cell interaction graph integrating inter intrasubgraph relationship approach effectively capture cellcell interaction ranging fine coarse within tissue microenvironment demonstrate sigmm learns representation better capture crossmodal correspondence leading improvement avg 978 geneexpression prediction task avg 2693 crossmodal retrieval task across datasets show learns meaningful multitissue organization downstream analysis,0,"ultrasound, elastography"
Insights from the ICLR Peer Review and Rebuttal Process,"Amir Hossein Kargaran, Nafiseh Nikeghbal, Jing Yang, Nedjma Ousidhoum","Peer review is a cornerstone of scientific publishing, including at premier machine learning conferences such as ICLR. As submission volumes increase, understanding the nature and dynamics of the review process is crucial for improving its efficiency, effectiveness, and the quality of published papers. We present a large-scale analysis of the ICLR 2024 and 2025 peer review processes, focusing on before- and after-rebuttal scores and reviewer-author interactions. We examine review scores, author-reviewer engagement, temporal patterns in review submissions, and co-reviewer influence effects. Combining quantitative analyses with LLM-based categorization of review texts and rebuttal discussions, we identify common strengths and weaknesses for each rating group, as well as trends in rebuttal strategies that are most strongly associated with score changes. Our findings show that initial scores and the ratings of co-reviewers are the strongest predictors of score changes during the rebuttal, pointing to a degree of reviewer influence. Rebuttals play a valuable role in improving outcomes for borderline papers, where thoughtful author responses can meaningfully shift reviewer perspectives. More broadly, our study offers evidence-based insights to improve the peer review process, guiding authors on effective rebuttal strategies and helping the community design fairer and more efficient review processes. Our code and score changes data are available at https://github.com/papercopilot/iclr-insights.","cs.CY, cs.AI",2025-11-19 14:21:52+00:00,peer review cornerstone scientific publishing including premier machine learning conference iclr submission volume increase understanding nature dynamic review process crucial improving efficiency effectiveness quality published paper present largescale analysis iclr 2024 2025 peer review process focusing afterrebuttal score reviewerauthor interaction examine review score authorreviewer engagement temporal pattern review submission coreviewer influence effect combining quantitative analysis llmbased categorization review text rebuttal discussion identify common strength weakness rating group well trend rebuttal strategy strongly associated score change finding show initial score rating coreviewers strongest predictor score change rebuttal pointing degree reviewer influence rebuttal play valuable role improving outcome borderline paper thoughtful author response meaningfully shift reviewer perspective broadly study offer evidencebased insight improve peer review process guiding author effective rebuttal strategy helping community design fairer efficient review process code score change data available httpsgithubcompapercopiloticlrinsights,1,"rescuelens, volunteer"
Know Your Intent: An Autonomous Multi-Perspective LLM Agent Framework for DeFi User Transaction Intent Mining,"Qian'ang Mao, Yuxuan Zhang, Jiaman Chen, Wenjun Zhou, Jiaqi Yan","As Decentralized Finance (DeFi) develops, understanding user intent behind DeFi transactions is crucial yet challenging due to complex smart contract interactions, multifaceted on-/off-chain factors, and opaque hex logs. Existing methods lack deep semantic insight. To address this, we propose the Transaction Intent Mining (TIM) framework. TIM leverages a DeFi intent taxonomy built on grounded theory and a multi-agent Large Language Model (LLM) system to robustly infer user intents. A Meta-Level Planner dynamically coordinates domain experts to decompose multiple perspective-specific intent analyses into solvable subtasks. Question Solvers handle the tasks with multi-modal on/off-chain data. While a Cognitive Evaluator mitigates LLM hallucinations and ensures verifiability. Experiments show that TIM significantly outperforms machine learning models, single LLMs, and single Agent baselines. We also analyze core challenges in intent inference. This work helps provide a more reliable understanding of user motivations in DeFi, offering context-aware explanations for complex blockchain activity.","cs.AI, q-fin.GN",2025-11-19 14:15:23+00:00,decentralized finance defi develops understanding user intent behind defi transaction crucial yet challenging due complex smart contract interaction multifaceted onoffchain factor opaque hex log existing method lack deep semantic insight address propose transaction intent mining tim framework tim leverage defi intent taxonomy built grounded theory multiagent large language model llm system robustly infer user intent metalevel planner dynamically coordinate domain expert decompose multiple perspectivespecific intent analysis solvable subtasks question solver handle task multimodal onoffchain data cognitive evaluator mitigates llm hallucination ensures verifiability experiment show tim significantly outperforms machine learning model single llm single agent baseline also analyze core challenge intent inference work help provide reliable understanding user motivation defi offering contextaware explanation complex blockchain activity,1,"rescuelens, volunteer"
FairEnergy: Contribution-Based Fairness meets Energy Efficiency in Federated Learning,"Ouiame Marnissi, Hajar EL Hammouti, El Houcine Bergou","Federated learning (FL) enables collaborative model training across distributed devices while preserving data privacy. However, balancing energy efficiency and fair participation while ensuring high model accuracy remains challenging in wireless edge systems due to heterogeneous resources, unequal client contributions, and limited communication capacity. To address these challenges, we propose FairEnergy, a fairness-aware energy minimization framework that integrates a contribution score capturing both the magnitude of updates and their compression ratio into the joint optimization of device selection, bandwidth allocation, and compression level. The resulting mixed-integer non-convex problem is solved by relaxing binary selection variables and applying Lagrangian decomposition to handle global bandwidth coupling, followed by per-device subproblem optimization. Experiments on non-IID data show that FairEnergy achieves higher accuracy while reducing energy consumption by up to 79\% compared to baseline strategies.",cs.LG,2025-11-19 14:11:44+00:00,federated learning fl enables collaborative model training across distributed device preserving data privacy however balancing energy efficiency fair participation ensuring high model accuracy remains challenging wireless edge system due heterogeneous resource unequal client contribution limited communication capacity address challenge propose fairenergy fairnessaware energy minimization framework integrates contribution score capturing magnitude update compression ratio joint optimization device selection bandwidth allocation compression level resulting mixedinteger nonconvex problem solved relaxing binary selection variable applying lagrangian decomposition handle global bandwidth coupling followed perdevice subproblem optimization experiment noniid data show fairenergy achieves higher accuracy reducing energy consumption 79 compared baseline strategy,2,"dynamicslearning, sgd"
TSFM in-context learning for time-series classification of bearing-health status,"Michel Tokic, Slobodan Djukanović, Anja von Beuningen, Cheng Feng","This paper introduces a classification method using in-context learning in time-series foundation models (TSFM). We show how data, which was not part of the TSFM training data corpus, can be classified without the need of finetuning the model. Examples are represented in the form of targets (class id) and covariates (data matrix) within the prompt of the model, which enables to classify an unknown covariate data pattern alongside the forecast axis through in-context learning. We apply this method to vibration data for assessing the health state of a bearing within a servo-press motor. The method transforms frequency domain reference signals into pseudo time-series patterns, generates aligned covariate and target signals, and uses the TSFM to predict probabilities how classified data corresponds to predefined labels. Leveraging the scalability of pre-trained models this method demonstrates efficacy across varied operational conditions. This marks significant progress beyond custom narrow AI solutions towards broader, AI-driven maintenance systems.","cs.LG, cs.AI",2025-11-19 14:01:12+00:00,paper introduces classification method using incontext learning timeseries foundation model tsfm show data part tsfm training data corpus classified without need finetuning model example represented form target class id covariates data matrix within prompt model enables classify unknown covariate data pattern alongside forecast axis incontext learning apply method vibration data assessing health state bearing within servopress motor method transforms frequency domain reference signal pseudo timeseries pattern generates aligned covariate target signal us tsfm predict probability classified data corresponds predefined label leveraging scalability pretrained model method demonstrates efficacy across varied operational condition mark significant progress beyond custom narrow ai solution towards broader aidriven maintenance system,3,"equipment, evi"
Gini Score under Ties and Case Weights,"Alexej Brauer, Mario V. Wüthrich","The Gini score is a popular tool in statistical modeling and machine learning for model validation and model selection. It is a purely rank based score that allows one to assess risk rankings. The Gini score for statistical modeling has mainly been used in a binary context, in which it has many equivalent reformulations such as the receiver operating characteristic (ROC) or the area under the curve (AUC). In the actuarial literature, this rank based score for binary responses has been extended to general real-valued random variables using Lorenz curves and concentration curves. While these initial concepts assume that the risk ranking is generated by a continuous distribution function, we discuss in this paper how the Gini score can be used in the case of ties in the risk ranking. Moreover, we adapt the Gini score to the common actuarial situation of having case weights.","stat.ML, cs.LG, stat.AP",2025-11-19 14:01:12+00:00,gini score popular tool statistical modeling machine learning model validation model selection purely rank based score allows one assess risk ranking gini score statistical modeling mainly used binary context many equivalent reformulations receiver operating characteristic roc area curve auc actuarial literature rank based score binary response extended general realvalued random variable using lorenz curve concentration curve initial concept assume risk ranking generated continuous distribution function discus paper gini score used case tie risk ranking moreover adapt gini score common actuarial situation case weight,5,"tokenisation, tokenisers"
Neural network-driven domain decomposition for efficient solutions to the Helmholtz equation,"Victorita Dolean, Daria Hrebenshchykova, Stéphane Lanteri, Victor Michel-Dansac","Accurately simulating wave propagation is crucial in fields such as acoustics, electromagnetism, and seismic analysis. Traditional numerical methods, like finite difference and finite element approaches, are widely used to solve governing partial differential equations (PDEs) such as the Helmholtz equation. However, these methods face significant computational challenges when applied to high-frequency wave problems in complex two-dimensional domains. This work investigates Finite Basis Physics-Informed Neural Networks (FBPINNs) and their multilevel extensions as a promising alternative. These methods leverage domain decomposition, partitioning the computational domain into overlapping sub-domains, each governed by a local neural network. We assess their accuracy and computational efficiency in solving the Helmholtz equation for the homogeneous case, demonstrating their potential to mitigate the limitations of traditional approaches.","math.NA, cs.LG",2025-11-19 13:58:32+00:00,accurately simulating wave propagation crucial field acoustic electromagnetism seismic analysis traditional numerical method like finite difference finite element approach widely used solve governing partial differential equation pdes helmholtz equation however method face significant computational challenge applied highfrequency wave problem complex twodimensional domain work investigates finite basis physicsinformed neural network fbpinns multilevel extension promising alternative method leverage domain decomposition partitioning computational domain overlapping subdomains governed local neural network assess accuracy computational efficiency solving helmholtz equation homogeneous case demonstrating potential mitigate limitation traditional approach,7,"supervised, audio"
A Dataset and Baseline for Deep Learning-Based Visual Quality Inspection in Remanufacturing,"Johannes C. Bauer, Paul Geng, Stephan Trattnig, Petr Dokládal, Rüdiger Daub","Remanufacturing describes a process where worn products are restored to like-new condition and it offers vast ecological and economic potentials. A key step is the quality inspection of disassembled components, which is mostly done manually due to the high variety of parts and defect patterns. Deep neural networks show great potential to automate such visual inspection tasks but struggle to generalize to new product variants, components, or defect patterns. To tackle this challenge, we propose a novel image dataset depicting typical gearbox components in good and defective condition from two automotive transmissions. Depending on the train-test split of the data, different distribution shifts are generated to benchmark the generalization ability of a classification model. We evaluate different models using the dataset and propose a contrastive regularization loss to enhance model robustness. The results obtained demonstrate the ability of the loss to improve generalisation to unseen types of components.",cs.CV,2025-11-19 13:56:33+00:00,remanufacturing describes process worn product restored likenew condition offer vast ecological economic potential key step quality inspection disassembled component mostly done manually due high variety part defect pattern deep neural network show great potential automate visual inspection task struggle generalize new product variant component defect pattern tackle challenge propose novel image dataset depicting typical gearbox component good defective condition two automotive transmission depending traintest split data different distribution shift generated benchmark generalization ability classification model evaluate different model using dataset propose contrastive regularization loss enhance model robustness result obtained demonstrate ability loss improve generalisation unseen type component,3,"equipment, evi"
"Small Language Models for Phishing Website Detection: Cost, Performance, and Privacy Trade-Offs","Georg Goldenits, Philip Koenig, Sebastian Raubitzek, Andreas Ekelhart","Phishing websites pose a major cybersecurity threat, exploiting unsuspecting users and causing significant financial and organisational harm. Traditional machine learning approaches for phishing detection often require extensive feature engineering, continuous retraining, and costly infrastructure maintenance. At the same time, proprietary large language models (LLMs) have demonstrated strong performance in phishing-related classification tasks, but their operational costs and reliance on external providers limit their practical adoption in many business environments. This paper investigates the feasibility of small language models (SLMs) for detecting phishing websites using only their raw HTML code. A key advantage of these models is that they can be deployed on local infrastructure, providing organisations with greater control over data and operations. We systematically evaluate 15 commonly used Small Language Models (SLMs), ranging from 1 billion to 70 billion parameters, benchmarking their classification accuracy, computational requirements, and cost-efficiency. Our results highlight the trade-offs between detection performance and resource consumption, demonstrating that while SLMs underperform compared to state-of-the-art proprietary LLMs, they can still provide a viable and scalable alternative to external LLM services. By presenting a comparative analysis of costs and benefits, this work lays the foundation for future research on the adaptation, fine-tuning, and deployment of SLMs in phishing detection systems, aiming to balance security effectiveness and economic practicality.","cs.CR, cs.AI",2025-11-19 13:45:07+00:00,phishing website pose major cybersecurity threat exploiting unsuspecting user causing significant financial organisational harm traditional machine learning approach phishing detection often require extensive feature engineering continuous retraining costly infrastructure maintenance time proprietary large language model llm demonstrated strong performance phishingrelated classification task operational cost reliance external provider limit practical adoption many business environment paper investigates feasibility small language model slms detecting phishing website using raw html code key advantage model deployed local infrastructure providing organisation greater control data operation systematically evaluate 15 commonly used small language model slms ranging 1 billion 70 billion parameter benchmarking classification accuracy computational requirement costefficiency result highlight tradeoff detection performance resource consumption demonstrating slms underperform compared stateoftheart proprietary llm still provide viable scalable alternative external llm service presenting comparative analysis cost benefit work lay foundation future research adaptation finetuning deployment slms phishing detection system aiming balance security effectiveness economic practicality,1,"rescuelens, volunteer"
Representation Space Constrained Learning with Modality Decoupling for Multimodal Object Detection,"YiKang Shao, Tao Shi","Multimodal object detection has attracted significant attention in both academia and industry for its enhanced robustness. Although numerous studies have focused on improving modality fusion strategies, most neglect fusion degradation, and none provide a theoretical analysis of its underlying causes. To fill this gap, this paper presents a systematic theoretical investigation of fusion degradation in multimodal detection and identifies two key optimization deficiencies: (1) the gradients of unimodal branch backbones are severely suppressed under multimodal architectures, resulting in under-optimization of the unimodal branches; (2) disparities in modality quality cause weaker modalities to experience stronger gradient suppression, which in turn results in imbalanced modality learning. To address these issues, this paper proposes a Representation Space Constrained Learning with Modality Decoupling (RSC-MD) method, which consists of two modules. The RSC module and the MD module are designed to respectively amplify the suppressed gradients and eliminate inter-modality coupling interference as well as modality imbalance, thereby enabling the comprehensive optimization of each modality-specific backbone. Extensive experiments conducted on the FLIR, LLVIP, M3FD, and MFAD datasets demonstrate that the proposed method effectively alleviates fusion degradation and achieves state-of-the-art performance across multiple benchmarks. The code and training procedures will be released at https://github.com/yikangshao/RSC-MD.",cs.CV,2025-11-19 13:41:27+00:00,multimodal object detection attracted significant attention academia industry enhanced robustness although numerous study focused improving modality fusion strategy neglect fusion degradation none provide theoretical analysis underlying cause fill gap paper present systematic theoretical investigation fusion degradation multimodal detection identifies two key optimization deficiency 1 gradient unimodal branch backbone severely suppressed multimodal architecture resulting underoptimization unimodal branch 2 disparity modality quality cause weaker modality experience stronger gradient suppression turn result imbalanced modality learning address issue paper proposes representation space constrained learning modality decoupling rscmd method consists two module rsc module md module designed respectively amplify suppressed gradient eliminate intermodality coupling interference well modality imbalance thereby enabling comprehensive optimization modalityspecific backbone extensive experiment conducted flir llvip m3fd mfad datasets demonstrate proposed method effectively alleviates fusion degradation achieves stateoftheart performance across multiple benchmark code training procedure released httpsgithubcomyikangshaorscmd,8,"cnntransformer, ssmixnet"
Towards Understanding Layer Contributions in Tabular In-Context Learning Models,"Amir Rezaei Balef, Mykhailo Koshil, Katharina Eggensperger","Despite the architectural similarities between tabular in-context learning (ICL) models and large language models (LLMs), little is known about how individual layers contribute to tabular prediction. In this paper, we investigate how the latent spaces evolve across layers in tabular ICL models, identify potential redundant layers, and compare these dynamics with those observed in LLMs. We analyze TabPFN and TabICL through the ""layers as painters"" perspective, finding that only subsets of layers share a common representational language, suggesting structural redundancy and offering opportunities for model compression and improved interpretability.","cs.LG, cs.AI",2025-11-19 13:39:30+00:00,despite architectural similarity tabular incontext learning icl model large language model llm little known individual layer contribute tabular prediction paper investigate latent space evolve across layer tabular icl model identify potential redundant layer compare dynamic observed llm analyze tabpfn tabicl layer painter perspective finding subset layer share common representational language suggesting structural redundancy offering opportunity model compression improved interpretability,1,"rescuelens, volunteer"
LLM-MemCluster: Empowering Large Language Models with Dynamic Memory for Text Clustering,"Yuanjie Zhu, Liangwei Yang, Ke Xu, Weizhi Zhang, Zihe Song, Jindong Wang, Philip S. Yu","Large Language Models (LLMs) are reshaping unsupervised learning by offering an unprecedented ability to perform text clustering based on their deep semantic understanding. However, their direct application is fundamentally limited by a lack of stateful memory for iterative refinement and the difficulty of managing cluster granularity. As a result, existing methods often rely on complex pipelines with external modules, sacrificing a truly end-to-end approach. We introduce LLM-MemCluster, a novel framework that reconceptualizes clustering as a fully LLM-native task. It leverages a Dynamic Memory to instill state awareness and a Dual-Prompt Strategy to enable the model to reason about and determine the number of clusters. Evaluated on several benchmark datasets, our tuning-free framework significantly and consistently outperforms strong baselines. LLM-MemCluster presents an effective, interpretable, and truly end-to-end paradigm for LLM-based text clustering.",cs.CL,2025-11-19 13:22:08+00:00,large language model llm reshaping unsupervised learning offering unprecedented ability perform text clustering based deep semantic understanding however direct application fundamentally limited lack stateful memory iterative refinement difficulty managing cluster granularity result existing method often rely complex pipeline external module sacrificing truly endtoend approach introduce llmmemcluster novel framework reconceptualizes clustering fully llmnative task leverage dynamic memory instill state awareness dualprompt strategy enable model reason determine number cluster evaluated several benchmark datasets tuningfree framework significantly consistently outperforms strong baseline llmmemcluster present effective interpretable truly endtoend paradigm llmbased text clustering,4,"forgetting, memoryintensive"
Singular Learning Theory for Factor Analysis,"Mathias Drton, Elizabeth Gross, Dimitra Kosta, Anton Leykin, Seth Sullivant, Daniel Windisch","Watanabe's singular learning theory provides a framework for asymptotic analysis of Bayesian model selection for statistical models with singularities, where traditional statistical regularity assumptions fail. Learning coefficients, also known as real log canonical thresholds, play a central role in singular learning, as they govern the asymptotic behavior of Bayesian marginal likelihood integrals in settings where the Laplace approximations used for regular statistical models are not applicable. Learning coefficients are algebraic invariants that quantify the geometric complexity of a model and reveal how the singular structure impacts the model's generalization properties. In this paper, we apply algebraic methods to study the learning coefficients of factor analysis models, which are widely used latent variable models for continuously distributed data. Our main results provide a general upper bound for the learning coefficients as well as exact formulas for specific cases.","math.ST, math.AG",2025-11-19 13:18:29+00:00,watanabes singular learning theory provides framework asymptotic analysis bayesian model selection statistical model singularity traditional statistical regularity assumption fail learning coefficient also known real log canonical threshold play central role singular learning govern asymptotic behavior bayesian marginal likelihood integral setting laplace approximation used regular statistical model applicable learning coefficient algebraic invariant quantify geometric complexity model reveal singular structure impact model generalization property paper apply algebraic method study learning coefficient factor analysis model widely used latent variable model continuously distributed data main result provide general upper bound learning coefficient well exact formula specific case,2,"dynamicslearning, sgd"
D4C: Data-free Quantization for Contrastive Language-Image Pre-training Models,"Wenlun Zhang, Yunshan Zhong, Zihao Ding, Xinyu Li, Kentaro Yoshioka","Data-Free Quantization (DFQ) offers a practical solution for model compression without requiring access to real data, making it particularly attractive in privacy-sensitive scenarios. While DFQ has shown promise for unimodal models, its extension to Vision-Language Models such as Contrastive Language-Image Pre-training (CLIP) models remains underexplored. In this work, we reveal that directly applying existing DFQ techniques to CLIP results in substantial performance degradation due to two key limitations: insufficient semantic content and low intra-image diversity in synthesized samples. To tackle these challenges, we propose D4C, the first DFQ framework tailored for CLIP. D4C synthesizes semantically rich and structurally diverse pseudo images through three key components: (1) Prompt-Guided Semantic Injection aligns generated images with real-world semantics using text prompts; (2) Structural Contrastive Generation reproduces compositional structures of natural images by leveraging foreground-background contrastive synthesis; and (3) Perturbation-Aware Enhancement applies controlled perturbations to improve sample diversity and robustness. These components jointly empower D4C to synthesize images that are both semantically informative and structurally diverse, effectively bridging the performance gap of DFQ on CLIP. Extensive experiments validate the effectiveness of D4C, showing significant performance improvements on various bit-widths and models. For example, under the W4A8 setting with CLIP ResNet-50 and ViT-B/32, D4C achieves Top-1 accuracy improvement of 12.4% and 18.9% on CIFAR-10, 6.8% and 19.7% on CIFAR-100, and 1.4% and 5.7% on ImageNet-1K in zero-shot classification, respectively.","cs.CV, cs.LG",2025-11-19 13:08:25+00:00,datafree quantization dfq offer practical solution model compression without requiring access real data making particularly attractive privacysensitive scenario dfq shown promise unimodal model extension visionlanguage model contrastive languageimage pretraining clip model remains underexplored work reveal directly applying existing dfq technique clip result substantial performance degradation due two key limitation insufficient semantic content low intraimage diversity synthesized sample tackle challenge propose d4c first dfq framework tailored clip d4c synthesizes semantically rich structurally diverse pseudo image three key component 1 promptguided semantic injection aligns generated image realworld semantics using text prompt 2 structural contrastive generation reproduces compositional structure natural image leveraging foregroundbackground contrastive synthesis 3 perturbationaware enhancement applies controlled perturbation improve sample diversity robustness component jointly empower d4c synthesize image semantically informative structurally diverse effectively bridging performance gap dfq clip extensive experiment validate effectiveness d4c showing significant performance improvement various bitwidths model example w4a8 setting clip resnet50 vitb32 d4c achieves top1 accuracy improvement 124 189 cifar10 68 197 cifar100 14 57 imagenet1k zeroshot classification respectively,4,"forgetting, memoryintensive"
Proximal Approximate Inference in State-Space Models,"Hany Abdulsamad, Ángel F. García-Fernández, Simo Särkkä","We present a class of algorithms for state estimation in nonlinear, non-Gaussian state-space models. Our approach is based on a variational Lagrangian formulation that casts Bayesian inference as a sequence of entropic trust-region updates subject to dynamic constraints. This framework gives rise to a family of forward-backward algorithms, whose structure is determined by the chosen factorization of the variational posterior. By focusing on Gauss--Markov approximations, we derive recursive schemes with favorable computational complexity. For general nonlinear, non-Gaussian models we close the recursions using generalized statistical linear regression and Fourier--Hermite moment matching.","cs.LG, stat.ME",2025-11-19 13:06:08+00:00,present class algorithm state estimation nonlinear nongaussian statespace model approach based variational lagrangian formulation cast bayesian inference sequence entropic trustregion update subject dynamic constraint framework give rise family forwardbackward algorithm whose structure determined chosen factorization variational posterior focusing gaussmarkov approximation derive recursive scheme favorable computational complexity general nonlinear nongaussian model close recursion using generalized statistical linear regression fourierhermite moment matching,2,"dynamicslearning, sgd"
IPR-1: Interactive Physical Reasoner,"Mingyu Zhang, Lifeng Zhuo, Tianxi Tan, Guocan Xie, Xian Nie, Yan Li, Renjie Zhao, Zizhu He, Ziyu Wang, Jiting Cai, Yong-Lu Li","Humans learn by observing, interacting with environments, and internalizing physics and causality. Here, we aim to ask whether an agent can similarly acquire human-like reasoning from interaction and keep improving with more experience. We study this in a Game-to-Unseen (G2U) setting, curating 1,000+ heterogeneous games with diverse physical and causal mechanisms, and evaluate at three human-like levels: Survival, Curiosity, Utility, from primitive intuition to goal-driven reasoning. Our analysis reveals complementary failures: VLM/VLA agents reason but lack look-ahead in interactive settings, while world models imagine but imitate visual patterns rather than analyze physics and causality. We therefore propose IPR (Interactive Physical Reasoner), using world-model rollouts to score and reinforce a VLM's policy, and introduce PhysCode, a physics-centric action code aligning semantic intent with dynamics to provide a shared action space for prediction and reasoning. Pretrained on 1,000+ games, our IPR performs robustly on three levels, matches GPT-5 overall, and surpasses it on Curiosity. We find that performance improves with more training games and interaction steps, and that the model also zero-shot transfers to unseen games. These results support physics-centric interaction as a path to steadily improving physical reasoning.","cs.AI, cs.CV",2025-11-19 13:04:44+00:00,human learn observing interacting environment internalizing physic causality aim ask whether agent similarly acquire humanlike reasoning interaction keep improving experience study gametounseen g2u setting curating 1000 heterogeneous game diverse physical causal mechanism evaluate three humanlike level survival curiosity utility primitive intuition goaldriven reasoning analysis reveals complementary failure vlmvla agent reason lack lookahead interactive setting world model imagine imitate visual pattern rather analyze physic causality therefore propose ipr interactive physical reasoner using worldmodel rollouts score reinforce vlms policy introduce physcode physicscentric action code aligning semantic intent dynamic provide shared action space prediction reasoning pretrained 1000 game ipr performs robustly three level match gpt5 overall surpasses curiosity find performance improves training game interaction step model also zeroshot transfer unseen game result support physicscentric interaction path steadily improving physical reasoning,1,"rescuelens, volunteer"
Controlling False Positives in Image Segmentation via Conformal Prediction,"Luca Mossina, Corentin Friedrich","Reliable semantic segmentation is essential for clinical decision making, yet deep models rarely provide explicit statistical guarantees on their errors. We introduce a simple post-hoc framework that constructs confidence masks with distribution-free, image-level control of false-positive predictions. Given any pretrained segmentation model, we define a nested family of shrunken masks obtained either by increasing the score threshold or by applying morphological erosion. A labeled calibration set is used to select a single shrink parameter via conformal prediction, ensuring that, for new images that are exchangeable with the calibration data, the proportion of false positives retained in the confidence mask stays below a user-specified tolerance with high probability. The method is model-agnostic, requires no retraining, and provides finite-sample guarantees regardless of the underlying predictor. Experiments on a polyp-segmentation benchmark demonstrate target-level empirical validity. Our framework enables practical, risk-aware segmentation in settings where over-segmentation can have clinical consequences. Code at https://github.com/deel-ai-papers/conseco.","cs.CV, cs.LG",2025-11-19 13:02:50+00:00,reliable semantic segmentation essential clinical decision making yet deep model rarely provide explicit statistical guarantee error introduce simple posthoc framework construct confidence mask distributionfree imagelevel control falsepositive prediction given pretrained segmentation model define nested family shrunken mask obtained either increasing score threshold applying morphological erosion labeled calibration set used select single shrink parameter via conformal prediction ensuring new image exchangeable calibration data proportion false positive retained confidence mask stay userspecified tolerance high probability method modelagnostic requires retraining provides finitesample guarantee regardless underlying predictor experiment polypsegmentation benchmark demonstrate targetlevel empirical validity framework enables practical riskaware segmentation setting oversegmentation clinical consequence code httpsgithubcomdeelaipapersconseco,0,"ultrasound, elastography"
Communication-Pipelined Split Federated Learning for Foundation Model Fine-Tuning in UAV Networks,"Zizhen Zhou, Ying-Chang Liang, Yanyu Cheng, Wei Yang Bryan Lim","Deploying foundation models (FMs) on uncrewed aerial vehicles (UAVs) promises broad ``low-altitude economy'' applications. Split federated learning (SFL)-based fine-tuning leverages distributed data while keeping raw data local and reduces client-side burden by partitioning the model between client and server. However, the per-round training latency is dominated by stragglers. Training paradigms featuring parallel gradient transmission (GT) allocate dedicated portions of downlink communication resources to each client. They may leave resources idle and suffer from prolonged GT latency, especially in UAV networks, where the communication latency typically far exceeds the computation latency. To address this, we propose a sequential GT paradigm, where the server dedicates all downlink resources for the current GT. We further propose communication-pipelined SFL (CPSFL), characterized by downlink GT priority scheduling and intra-round asynchronous training. We investigate CPSFL-based LoRA fine-tuning of FMs in UAV networks and formulate an optimization problem to minimize a weighted sum of per-round training latency and worst-case client energy consumption by optimizing the split point selection (SPS) and the computing and communication resource allocation (CCRA) (the uplink bandwidth allocation and the server computing frequency allocation). To solve this problem, we develop an attention-based deep reinforcement learning (DRL) framework, where the base station agent decides the split point and the CCRA in each round by leveraging previous round information, including UAV trajectories. Simulation results show that the proposed DRL-based CPSFL scheme outperforms the parallel GT benchmarks, the ablation variants, the fixed CCRA scheme, while approaching the best fixed-SPS scheme.",cs.IT,2025-11-19 12:58:25+00:00,deploying foundation model fm uncrewed aerial vehicle uavs promise broad lowaltitude economy application split federated learning sflbased finetuning leverage distributed data keeping raw data local reduces clientside burden partitioning model client server however perround training latency dominated straggler training paradigm featuring parallel gradient transmission gt allocate dedicated portion downlink communication resource client may leave resource idle suffer prolonged gt latency especially uav network communication latency typically far exceeds computation latency address propose sequential gt paradigm server dedicates downlink resource current gt propose communicationpipelined sfl cpsfl characterized downlink gt priority scheduling intraround asynchronous training investigate cpsflbased lora finetuning fm uav network formulate optimization problem minimize weighted sum perround training latency worstcase client energy consumption optimizing split point selection sps computing communication resource allocation ccra uplink bandwidth allocation server computing frequency allocation solve problem develop attentionbased deep reinforcement learning drl framework base station agent decides split point ccra round leveraging previous round information including uav trajectory simulation result show proposed drlbased cpsfl scheme outperforms parallel gt benchmark ablation variant fixed ccra scheme approaching best fixedsps scheme,1,"rescuelens, volunteer"
